graph_name,time,mcts_time,mdfvs_size
4673_e_093,222.220717,0,42
5738_e_099,106.8255181,0,39
5909_e_101,118.4491389,0,37
1661_e_053,144.7717118,0,35
1665_e_053,113.8433995,0,39
3586_e_081,145.7407053,0,44
371_e_019,95.89136553,0,44
4913_e_093,91.7775197,0,40
5938_e_101,92.61356711,0,39
4985_e_097,83.1311965,0,44
6126_e_101,62.53379297,0,40
3688_e_081,65.94882751,0,44
3418_e_079,53.11576867,0,35
1419_e_049,48.03686452,0,39
3247_e_077,58.13286781,0,42
3429_e_079,51.70449543,0,34
4861_e_093,81.37711978,0,40
3753_e_081,92.41802144,0,46
5807_e_099,53.69213533,0,35
5927_e_101,46.68422771,0,34
5128_e_097,93.27388811,0,36
5965_e_101,87.2818718,0,45
3488_e_079,27.79329681,0,42
4720_e_093,52.68221307,0,33
4676_e_093,61.77655005,0,32
3647_e_081,78.82906342,0,40
3403_e_079,50.93492842,0,53
5895_e_101,46.09136486,0,40
4768_e_093,44.37015676,0,37
5571_e_099,52.29461312,0,41
4987_e_097,36.54752374,0,38
5599_e_099,36.35813379,0,33
5517_e_099,33.43603015,0,34
1979_e_057,32.44544363,0,69
4581_e_093,41.91512966,0,36
1410_e_049,36.32638407,0,35
6229_e_101,25.64452624,0,38
2719_e_069,34.51830888,0,40
2190_e_063,24.59019685,0,50
4597_e_093,27.74541903,0,41
5050_e_097,30.79560184,0,29
2621_e_069,20.08213758,0,48
4892_e_093,28.64576173,0,40
1611_e_053,25.57524419,0,34
3174_e_077,23.38379645,0,37
3251_e_077,21.86301804,0,38
5401_e_099,25.95985603,0,30
5450_e_099,24.4996469,0,47
3000_e_073,22.46717858,0,27
3784_e_081,30.9623251,0,39
4995_e_097,23.13182855,0,42
3757_e_081,23.05342293,0,46
6015_e_101,22.90800929,0,32
4806_e_093,18.22714424,0,32
3758_e_081,20.62826014,0,28
3161_e_077,20.31847668,0,32
5040_e_097,18.84339905,0,41
4868_e_093,31.14924169,0,37
5992_e_101,19.13179898,0,32
6112_e_101,16.81230426,0,35
1627_e_053,17.80088472,0,30
3232_e_077,13.97535682,0,36
2689_e_069,20.27370715,0,37
3073_e_073,19.57857919,0,28
3449_e_079,20.41244102,0,45
1644_e_053,18.98192525,0,31
5230_e_097,18.00403619,0,35
5746_e_099,29.20674396,0,42
6199_e_101,16.71585584,0,32
2240_e_063,16.70189786,0,36
6234_e_101,17.17658281,0,34
5249_e_097,22.64584589,0,36
3272_e_077,16.87492609,0,31
5943_e_101,17.44764781,0,28
4966_e_097,14.05056334,0,37
4949_e_097,16.63158226,0,32
4673_e_093,126.4382343,1,42
5738_e_099,64.75794291,1,39
5909_e_101,60.26072621,1,37
1661_e_053,102.0950756,1,35
1665_e_053,91.66830826,1,39
3586_e_081,49.82578325,1,44
371_e_019,57.31755161,1,44
4913_e_093,44.77370214,1,40
5938_e_101,75.04273081,1,39
4985_e_097,65.05524445,1,44
6126_e_101,42.35937142,1,40
3688_e_081,37.29255009,1,44
3418_e_079,64.13273382,1,35
1419_e_049,33.81313348,1,39
3247_e_077,38.54075646,1,42
3429_e_079,52.44160271,1,34
4861_e_093,40.5544405,1,40
3753_e_081,43.74157238,1,46
5807_e_099,27.82854438,1,35
5927_e_101,16.30640078,1,34
5128_e_097,55.39095044,1,36
5965_e_101,33.07397294,1,45
3488_e_079,23.76245213,1,42
4720_e_093,33.69043565,1,33
4676_e_093,41.04093051,1,32
3647_e_081,36.59505677,1,40
3403_e_079,21.24816322,1,53
5895_e_101,31.99146461,1,40
4768_e_093,34.04114246,1,37
5571_e_099,32.79237509,1,41
4987_e_097,20.75965357,1,38
5599_e_099,27.91811991,1,33
5517_e_099,20.74215484,1,34
1979_e_057,31.14874983,1,69
4581_e_093,18.34489346,1,36
1410_e_049,18.10935807,1,35
6229_e_101,14.76650953,1,38
2719_e_069,19.81322217,1,40
2190_e_063,9.189929247,1,50
4597_e_093,13.91269493,1,41
5050_e_097,31.21530628,1,29
2621_e_069,9.636199951,1,48
4892_e_093,8.815634489,1,40
1611_e_053,12.18363023,1,34
3174_e_077,18.80203605,1,37
3251_e_077,10.65164685,1,38
5401_e_099,21.80523109,1,30
5450_e_099,6.255256176,1,47
3000_e_073,15.4759028,1,27
3784_e_081,7.011876106,1,39
4995_e_097,8.846354008,1,42
3757_e_081,11.25660586,1,46
6015_e_101,22.46907592,1,32
4806_e_093,18.28796601,1,32
3758_e_081,19.64442682,1,28
3161_e_077,15.8472898,1,32
5040_e_097,12.29876947,1,41
4868_e_093,14.65468097,1,37
5992_e_101,10.00092506,1,32
6112_e_101,16.45035458,1,35
1627_e_053,13.7833159,1,30
3232_e_077,8.364041567,1,36
2689_e_069,11.90660262,1,37
3073_e_073,18.6576159,1,28
3449_e_079,11.1591146,1,45
1644_e_053,11.88610053,1,31
5230_e_097,14.58696151,1,35
5746_e_099,21.36906171,1,42
6199_e_101,7.196691751,1,32
2240_e_063,18.63415813,1,36
6234_e_101,12.4051168,1,34
5249_e_097,16.10138249,1,36
3272_e_077,9.042115211,1,31
5943_e_101,18.34512615,1,28
4966_e_097,10.42303586,1,37
4949_e_097,9.953635693,1,32
4673_e_093,107.3275673,2,42
5738_e_099,26.52960205,2,39
5909_e_101,77.79407907,2,37
1661_e_053,69.89440346,2,35
1665_e_053,87.78525257,2,39
3586_e_081,32.24402666,2,44
371_e_019,63.54895878,2,44
4913_e_093,35.23487616,2,40
5938_e_101,81.36064243,2,39
4985_e_097,46.35050726,2,44
6126_e_101,55.2851429,2,40
3688_e_081,24.90542579,2,44
3418_e_079,58.50397778,2,35
1419_e_049,54.28850317,2,39
3247_e_077,21.41773105,2,42
3429_e_079,46.55737829,2,34
4861_e_093,37.25743318,2,40
3753_e_081,37.23637247,2,46
5807_e_099,25.90122724,2,35
5927_e_101,17.16459179,2,34
5128_e_097,58.31280899,2,36
5965_e_101,34.88933396,2,45
3488_e_079,25.83307195,2,42
4720_e_093,21.81927752,2,33
4676_e_093,33.60228801,2,32
3647_e_081,37.24560905,2,40
3403_e_079,18.80497956,2,53
5895_e_101,22.5996778,2,40
4768_e_093,40.69721246,2,37
5571_e_099,25.43449473,2,41
4987_e_097,33.06030226,2,38
5599_e_099,25.19570422,2,33
5517_e_099,17.5846622,2,34
1979_e_057,27.00996971,2,69
4581_e_093,15.85769224,2,36
1410_e_049,21.62067962,2,35
6229_e_101,11.0557251,2,38
2719_e_069,19.7177,2,40
2190_e_063,15.65019059,2,50
4597_e_093,14.23518229,2,41
5050_e_097,27.14469123,2,29
2621_e_069,8.715762854,2,48
4892_e_093,7.031140804,2,40
1611_e_053,15.30702901,2,34
3174_e_077,21.76203656,2,37
3251_e_077,9.337958336,2,38
5401_e_099,19.32839632,2,30
5450_e_099,7.269374847,2,47
3000_e_073,12.36586928,2,27
3784_e_081,6.64955163,2,39
4995_e_097,9.676663637,2,42
3757_e_081,10.99528527,2,46
6015_e_101,18.91394162,2,32
4806_e_093,22.50915837,2,32
3758_e_081,23.86424065,2,28
3161_e_077,19.42029214,2,32
5040_e_097,11.66008782,2,41
4868_e_093,13.52206683,2,37
5992_e_101,10.86090922,2,32
6112_e_101,16.48914218,2,35
1627_e_053,15.93172884,2,30
3232_e_077,8.220933199,2,36
2689_e_069,12.20572257,2,37
3073_e_073,19.72936416,2,28
3449_e_079,10.87253404,2,45
1644_e_053,14.61251593,2,31
5230_e_097,14.41270828,2,35
5746_e_099,16.97528124,2,42
6199_e_101,7.197945595,2,32
2240_e_063,13.46978736,2,36
6234_e_101,11.42010546,2,34
5249_e_097,18.26057005,2,36
3272_e_077,8.626839876,2,31
5943_e_101,18.93010163,2,28
4966_e_097,8.162224293,2,37
4949_e_097,11.02511692,2,32
4673_e_093,134.158814,5,42
5738_e_099,47.77331758,5,39
5909_e_101,65.59496307,5,37
1661_e_053,86.31900787,5,35
1665_e_053,58.92784691,5,39
3586_e_081,35.91945481,5,44
371_e_019,61.50814223,5,44
4913_e_093,43.51075935,5,40
5938_e_101,79.98548532,5,39
4985_e_097,51.19996095,5,44
6126_e_101,46.68780112,5,40
3688_e_081,39.01262569,5,44
3418_e_079,57.39432764,5,35
1419_e_049,38.53574848,5,39
3247_e_077,17.33173013,5,42
3429_e_079,52.01963878,5,34
4861_e_093,37.56486988,5,40
3753_e_081,45.38791156,5,46
5807_e_099,35.81600976,5,35
5927_e_101,21.53702593,5,34
5128_e_097,62.66140485,5,36
5965_e_101,39.60293055,5,45
3488_e_079,33.59052515,5,42
4720_e_093,31.19233704,5,33
4676_e_093,50.09700346,5,32
3647_e_081,36.64878249,5,40
3403_e_079,22.89538646,5,53
5895_e_101,34.128901,5,40
4768_e_093,40.79475665,5,37
5571_e_099,50.36585999,5,41
4987_e_097,29.60151768,5,38
5599_e_099,38.69421244,5,33
5517_e_099,24.22335815,5,34
1979_e_057,36.32256627,5,69
4581_e_093,22.21244049,5,36
1410_e_049,25.26871467,5,35
6229_e_101,18.60952449,5,38
2719_e_069,21.77739501,5,40
2190_e_063,14.58524036,5,50
4597_e_093,20.51248431,5,41
5050_e_097,43.10205913,5,29
2621_e_069,13.14586496,5,48
4892_e_093,13.645751,5,40
1611_e_053,15.21851015,5,34
3174_e_077,26.9929328,5,37
3251_e_077,14.50690866,5,38
5401_e_099,31.34793615,5,30
5450_e_099,11.32937145,5,47
3000_e_073,22.41358781,5,27
3784_e_081,10.81155801,5,39
4995_e_097,15.19762754,5,42
3757_e_081,18.50748324,5,46
6015_e_101,28.48947239,5,32
4806_e_093,28.3642025,5,32
3758_e_081,29.24890089,5,28
3161_e_077,26.51561928,5,32
5040_e_097,21.18504143,5,41
4868_e_093,21.21115184,5,37
5992_e_101,16.33032084,5,32
6112_e_101,23.37233233,5,35
1627_e_053,21.62370753,5,30
3232_e_077,13.73671842,5,36
2689_e_069,14.82643867,5,37
3073_e_073,29.70220089,5,28
3449_e_079,12.20042014,5,45
1644_e_053,19.3965559,5,31
5230_e_097,20.89472961,5,35
5746_e_099,23.66819763,5,42
6199_e_101,12.23276877,5,32
2240_e_063,19.0293119,5,36
6234_e_101,16.68070579,5,34
5249_e_097,23.55610991,5,36
3272_e_077,15.50117469,5,31
5943_e_101,28.79605222,5,28
4966_e_097,15.83513904,5,37
4949_e_097,15.41616607,5,32
4673_e_093,117.2481678,10,42
5738_e_099,43.44420218,10,39
5909_e_101,77.29283786,10,37
1661_e_053,91.70840549,10,35
1665_e_053,97.5669229,10,39
3586_e_081,48.31506848,10,44
371_e_019,61.71737313,10,44
4913_e_093,46.10601187,10,40
5938_e_101,93.70563984,10,39
4985_e_097,66.50671816,10,44
6126_e_101,47.42752838,10,40
3688_e_081,44.88432574,10,44
3418_e_079,76.6637361,10,35
1419_e_049,52.28087282,10,39
3247_e_077,25.6244123,10,42
3429_e_079,66.67920756,10,34
4861_e_093,50.25225568,10,40
3753_e_081,60.82116389,10,46
5807_e_099,40.95737171,10,35
5927_e_101,32.57007289,10,34
5128_e_097,67.79426694,10,36
5965_e_101,48.45136762,10,45
3488_e_079,45.73225856,10,42
4720_e_093,33.98676872,10,33
4676_e_093,59.84808016,10,32
3647_e_081,50.02849746,10,40
3403_e_079,29.64646935,10,53
5895_e_101,36.75651693,10,40
4768_e_093,52.87957072,10,37
5571_e_099,49.8481102,10,41
4987_e_097,39.20578194,10,38
5599_e_099,51.51277184,10,33
5517_e_099,30.81677866,10,34
1979_e_057,43.45249295,10,69
4581_e_093,30.72614074,10,36
1410_e_049,35.72984385,10,35
6229_e_101,26.02695322,10,38
2719_e_069,27.36860609,10,40
2190_e_063,19.86920476,10,50
4597_e_093,29.45142388,10,41
5050_e_097,42.1569674,10,29
2621_e_069,20.13835526,10,48
4892_e_093,19.01981282,10,40
1611_e_053,23.08071971,10,34
3174_e_077,35.52405286,10,37
3251_e_077,20.82786727,10,38
5401_e_099,47.86545777,10,30
5450_e_099,16.93424535,10,47
3000_e_073,30.30058098,10,27
3784_e_081,17.52743053,10,39
4995_e_097,20.24778748,10,42
3757_e_081,25.54830694,10,46
6015_e_101,38.8790462,10,32
4806_e_093,40.1391716,10,32
3758_e_081,37.41953444,10,28
3161_e_077,30.47655845,10,32
5040_e_097,27.27480388,10,41
4868_e_093,27.33466196,10,37
5992_e_101,22.47430754,10,32
6112_e_101,28.91340208,10,35
1627_e_053,25.61627936,10,30
3232_e_077,20.65726876,10,36
2689_e_069,19.41770983,10,37
3073_e_073,34.9533937,10,28
3449_e_079,17.2952106,10,45
1644_e_053,26.62487125,10,31
5230_e_097,26.28920197,10,35
5746_e_099,29.85434866,10,42
6199_e_101,18.24795794,10,32
2240_e_063,26.76368237,10,36
6234_e_101,23.42784166,10,34
5249_e_097,29.16851449,10,36
3272_e_077,21.24878192,10,31
5943_e_101,35.42809319,10,28
4966_e_097,20.10674,10,37
4949_e_097,21.98041391,10,32
4673_e_093,236.763061,0,42
5738_e_099,107.7258105,0,39
5909_e_101,118.5307822,0,37
1661_e_053,144.6561637,0,35
1665_e_053,114.5818908,0,39
3586_e_081,146.2106466,0,44
371_e_019,96.57143092,0,44
4913_e_093,92.48735189,0,40
5938_e_101,94.08184099,0,39
4985_e_097,85.53711653,0,44
6126_e_101,63.22261333,0,40
3688_e_081,66.92165089,0,44
3418_e_079,55.35437679,0,35
1419_e_049,50.78175688,0,39
3247_e_077,60.83897805,0,42
3429_e_079,53.37350011,0,34
4861_e_093,83.42931247,0,40
3753_e_081,94.67433214,0,46
5807_e_099,54.92946029,0,35
5927_e_101,47.82000637,0,34
5128_e_097,94.6896317,0,36
5965_e_101,88.68588948,0,45
3488_e_079,29.79794192,0,42
4720_e_093,53.78309345,0,33
4676_e_093,62.02280235,0,32
3647_e_081,78.12064052,0,40
3403_e_079,51.11436224,0,53
5895_e_101,47.43363571,0,40
4768_e_093,44.30447054,0,37
5571_e_099,52.95862484,0,41
4987_e_097,36.99011874,0,38
5599_e_099,36.48354459,0,33
5517_e_099,33.50410867,0,34
1979_e_057,33.08207512,0,69
4581_e_093,42.73736501,0,36
1410_e_049,36.82733512,0,35
6229_e_101,26.14166546,0,38
2719_e_069,33.85898066,0,40
2190_e_063,24.84075618,0,50
4597_e_093,27.97730255,0,41
5050_e_097,30.72487998,0,29
2621_e_069,20.29941869,0,48
4892_e_093,28.69688129,0,40
1611_e_053,26.00995326,0,34
3174_e_077,23.700737,0,37
3251_e_077,22.03893423,0,38
5401_e_099,25.92906976,0,30
5450_e_099,24.41529655,0,47
3000_e_073,22.81000924,0,27
3784_e_081,31.00548959,0,39
4995_e_097,23.16439891,0,42
3757_e_081,23.41696382,0,46
6015_e_101,23.17993832,0,32
4806_e_093,18.453161,0,32
3758_e_081,20.47507572,0,28
3161_e_077,20.02285862,0,32
5040_e_097,19.07686448,0,41
4868_e_093,31.61870623,0,37
5992_e_101,18.90370202,0,32
6112_e_101,17.01670575,0,35
1627_e_053,17.92346954,0,30
3232_e_077,13.85217619,0,36
2689_e_069,20.4340353,0,37
3073_e_073,19.35048985,0,28
3449_e_079,20.34268284,0,45
1644_e_053,18.81507421,0,31
5230_e_097,18.05405998,0,35
5746_e_099,29.71656871,0,42
6199_e_101,16.8247695,0,32
2240_e_063,16.92342496,0,36
6234_e_101,17.36414242,0,34
5249_e_097,22.19980407,0,36
3272_e_077,17.1175859,0,31
5943_e_101,17.80857348,0,28
4966_e_097,14.25824451,0,37
4949_e_097,17.00497794,0,32
4673_e_093,125.8322794,1,42
5738_e_099,64.58992982,1,39
5909_e_101,60.35318136,1,37
1661_e_053,101.5093234,1,35
1665_e_053,91.6461997,1,39
3586_e_081,49.54584622,1,44
371_e_019,57.55322003,1,44
4913_e_093,44.4177053,1,40
5938_e_101,73.95630312,1,39
4985_e_097,65.44415784,1,44
6126_e_101,42.19220591,1,40
3688_e_081,36.52390337,1,44
3418_e_079,63.09302855,1,35
1419_e_049,32.80122375,1,39
3247_e_077,37.93042254,1,42
3429_e_079,51.7692132,1,34
4861_e_093,40.69061041,1,40
3753_e_081,44.33136153,1,46
5807_e_099,27.73808742,1,35
5927_e_101,15.91170907,1,34
5128_e_097,55.17295337,1,36
5965_e_101,32.1275425,1,45
3488_e_079,22.38936138,1,42
4720_e_093,32.91860175,1,33
4676_e_093,40.19243002,1,32
3647_e_081,36.18964052,1,40
3403_e_079,20.88485241,1,53
5895_e_101,32.11043143,1,40
4768_e_093,33.46106648,1,37
5571_e_099,32.43344235,1,41
4987_e_097,20.50823331,1,38
5599_e_099,27.69898987,1,33
5517_e_099,20.35743117,1,34
1979_e_057,31.17115164,1,69
4581_e_093,18.70731544,1,36
1410_e_049,17.72413945,1,35
6229_e_101,14.53573585,1,38
2719_e_069,20.38055658,1,40
2190_e_063,9.276999474,1,50
4597_e_093,13.90325117,1,41
5050_e_097,31.16545868,1,29
2621_e_069,9.64083004,1,48
4892_e_093,8.998656273,1,40
1611_e_053,12.19637179,1,34
3174_e_077,18.42232251,1,37
3251_e_077,10.46061659,1,38
5401_e_099,21.97678232,1,30
5450_e_099,6.301566362,1,47
3000_e_073,15.50793624,1,27
3784_e_081,7.001135111,1,39
4995_e_097,8.939802647,1,42
3757_e_081,11.44530702,1,46
6015_e_101,22.47413111,1,32
4806_e_093,18.36843467,1,32
3758_e_081,19.56377769,1,28
3161_e_077,16.44609952,1,32
5040_e_097,12.40997648,1,41
4868_e_093,14.48970413,1,37
5992_e_101,10.05035162,1,32
6112_e_101,16.38540363,1,35
1627_e_053,13.75558758,1,30
3232_e_077,8.4624331,1,36
2689_e_069,11.79745007,1,37
3073_e_073,18.68919754,1,28
3449_e_079,11.26819849,1,45
1644_e_053,12.03999853,1,31
5230_e_097,14.64266682,1,35
5746_e_099,21.23962998,1,42
6199_e_101,7.234483719,1,32
2240_e_063,18.56355596,1,36
6234_e_101,12.47682476,1,34
5249_e_097,16.32032275,1,36
3272_e_077,9.215446234,1,31
5943_e_101,18.89634418,1,28
4966_e_097,10.59779692,1,37
4949_e_097,10.08141661,1,32
4673_e_093,133.2747726,2,42
5738_e_099,58.04264736,2,39
5909_e_101,61.29971337,2,37
1661_e_053,104.0186713,2,35
1665_e_053,91.37082195,2,39
3586_e_081,48.43062592,2,44
371_e_019,59.60954142,2,44
4913_e_093,48.479002,2,40
5938_e_101,73.03497314,2,39
4985_e_097,50.56562304,2,44
6126_e_101,42.38875914,2,40
3688_e_081,35.09810543,2,44
3418_e_079,56.0049181,2,35
1419_e_049,36.25406337,2,39
3247_e_077,22.03474331,2,42
3429_e_079,52.1346662,2,34
4861_e_093,32.29300785,2,40
3753_e_081,46.77729249,2,46
5807_e_099,30.1703558,2,35
5927_e_101,17.84782004,2,34
5128_e_097,58.45821738,2,36
5965_e_101,35.64880848,2,45
3488_e_079,24.82232785,2,42
4720_e_093,28.58460474,2,33
4676_e_093,42.06348491,2,32
3647_e_081,42.99090838,2,40
3403_e_079,18.0337882,2,53
5895_e_101,26.86244965,2,40
4768_e_093,35.17770696,2,37
5571_e_099,32.78667998,2,41
4987_e_097,21.3204248,2,38
5599_e_099,29.31329107,2,33
5517_e_099,21.57852626,2,34
1979_e_057,30.20007682,2,69
4581_e_093,19.52758288,2,36
1410_e_049,18.76115823,2,35
6229_e_101,15.1579957,2,38
2719_e_069,20.79986429,2,40
2190_e_063,10.16408157,2,50
4597_e_093,15.60598993,2,41
5050_e_097,33.6841104,2,29
2621_e_069,8.950519085,2,48
4892_e_093,10.46750736,2,40
1611_e_053,13.98019338,2,34
3174_e_077,20.16902709,2,37
3251_e_077,10.0307374,2,38
5401_e_099,24.23649073,2,30
5450_e_099,7.227058172,2,47
3000_e_073,15.43569231,2,27
3784_e_081,7.946705341,2,39
4995_e_097,10.01917338,2,42
3757_e_081,13.51440048,2,46
6015_e_101,22.89243865,2,32
4806_e_093,19.15239477,2,32
3758_e_081,21.93737483,2,28
3161_e_077,17.62538385,2,32
5040_e_097,13.56245923,2,41
4868_e_093,15.8457818,2,37
5992_e_101,10.84250569,2,32
6112_e_101,19.33062053,2,35
1627_e_053,15.3933928,2,30
3232_e_077,9.094487906,2,36
2689_e_069,11.42263842,2,37
3073_e_073,20.64277577,2,28
3449_e_079,11.96880317,2,45
1644_e_053,13.1986146,2,31
5230_e_097,14.66361856,2,35
5746_e_099,20.38392901,2,42
6199_e_101,7.669031858,2,32
2240_e_063,15.71205139,2,36
6234_e_101,12.23142338,2,34
5249_e_097,17.12374926,2,36
3272_e_077,10.07801104,2,31
5943_e_101,20.49662042,2,28
4966_e_097,10.69847155,2,37
4949_e_097,10.84891558,2,32
4673_e_093,135.5159771,5,42
5738_e_099,47.91973233,5,39
5909_e_101,66.36383915,5,37
1661_e_053,88.10206366,5,35
1665_e_053,60.93642735,5,39
3586_e_081,36.52161765,5,44
371_e_019,63.42383981,5,44
4913_e_093,44.53821111,5,40
5938_e_101,81.01375437,5,39
4985_e_097,52.58129978,5,44
6126_e_101,47.28234959,5,40
3688_e_081,39.48622346,5,44
3418_e_079,57.57871246,5,35
1419_e_049,37.74613762,5,39
3247_e_077,17.55990982,5,42
3429_e_079,51.81086731,5,34
4861_e_093,37.36339784,5,40
3753_e_081,44.86513638,5,46
5807_e_099,34.99352264,5,35
5927_e_101,21.07686877,5,34
5128_e_097,60.71178699,5,36
5965_e_101,35.94618011,5,45
3488_e_079,29.2511065,5,42
4720_e_093,30.0067451,5,33
4676_e_093,47.0607338,5,32
3647_e_081,34.73224735,5,40
